tweet_content
@LindaSuhler @realDonaldTrump Thats right!! And lets NO longer keep records and have transparent gov like trump!! Awesome
@MichaelCoudrey @realDonaldTrump @Google @gmail The entire Campaign and Administration is aimed at promoting his bu… https://t.co/3cLOtRIUEW
"👇🏽@SpeakerPelosi are you listening?!

#ImpeachDonaldTrumpNOW"
@SenTedCruz @realDonaldTrump The massive mistake is the Mr Cruz has lost his ability to think and will always suppo… https://t.co/svqmctwRHn
"Trump may have a point, check it out. https://t.co/V0nxlSV218"
Combined IQ in that picture
"Trump, you are a crook, and you yourself in behavior that you can not justify. ......?"
Liberal Snowflake Melts Down after Man in Trump 2020 T-Shirt Walks into a Traders Joe's -- So Upset She Writes Lett… https://t.co/nrZDNUQT2L
Trump's Brazen Doonbeg Corruption and Mike Pence - The Atlantic https://t.co/RsaZ64j5nY #SmartNews
"Who knows if this is true, considering the source. But if so, Richards is even more my hero.

- Keith Richards Thre… https://t.co/PUiZqaPv5c"
Billionaire sociopaths like Stephen Schwartzman have declared war on the human race. Schwartzman's already worth $1… https://t.co/R8jIG49Zne
Colombianos rinden homenaje a hija de Trump!
People Can’t Believe How Easily Kim Jong Un ‘Played’ Donald 'Proven Loser' Trump: “Kim has ridden Trump like a pony… https://t.co/0YYQlTIAxV
"@realDonaldTrump We're ""disgusted"" with is YOU. The crisis of confidence is in the White House... Enjoy prison come 2021 #Trump"
"Stephen King on His New Horror Novel, the ‘Nightmare’ of Trump, and ‘Stranger Things'– Rolling Stone https://t.co/1xdPWB8xxI"
